franchise_id,season_id,metro_id,team_name,league_id,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
50,424,27,Los Angeles Clippers,3,Western,Pacific,,,,true,2,false,false
51,424,27,Los Angeles Lakers,3,Western,Pacific,,,,true,0,false,false
45,424,52,Golden State Warriors,3,Western,Pacific,,,,false,,,
65,424,48,Sacramento Kings,3,Western,Pacific,,,LAST,false,,,
41,424,13,Dallas Mavericks,3,Western,Southwest,,,FIRST,true,0,false,false
52,424,28,Memphis Grizzlies,3,Western,Southwest,,,,true,0,false,false
66,424,50,San Antonio Spurs,3,Western,Southwest,,,,false,,,
56,424,34,New Orleans Pelicans,3,Western,Southwest,,,,false,,,
46,424,22,Houston Rockets,3,Western,Southwest,LAST,LAST,LAST,false,,,
34,430,5,Boston Celtics,3,Eastern,Atlantic,,,FIRST_TIED,true,3,true,false
60,430,39,Philadelphia 76ers,3,Eastern,Atlantic,,,FIRST_TIED,true,1,false,false
70,430,59,Toronto Raptors,3,Eastern,Atlantic,,,,true,0,false,false
35,430,35,Brooklyn Nets,3,Eastern,Atlantic,,,,true,0,false,false
57,430,35,New York Knicks,3,Eastern,Atlantic,,,LAST,false,,,
54,430,30,Milwaukee Bucks,3,Eastern,Central,,,FIRST,true,1,false,false
37,430,9,Chicago Bulls,3,Eastern,Central,,,,true,0,false,false
39,430,11,Cleveland Cavaliers,3,Eastern,Central,,,,false,,,
47,430,23,Indiana Pacers,3,Eastern,Central,,,,false,,,
44,430,16,Detroit Pistons,3,Eastern,Central,,,LAST,false,,,
53,430,29,Miami Heat,3,Eastern,Southeast,,FIRST,FIRST,true,2,false,false
32,430,2,Atlanta Hawks,3,Eastern,Southeast,,,,true,0,false,false
36,430,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
73,430,63,Washington Wizards,3,Eastern,Southeast,,,,false,,,
59,430,37,Orlando Magic,3,Eastern,Southeast,,LAST,LAST,false,,,
71,430,49,Utah Jazz,3,Western,Northwest,,,FIRST,true,0,false,false
43,430,15,Denver Nuggets,3,Western,Northwest,,,,true,0,false,false
55,430,31,Minnesota Timberwolves,3,Western,Northwest,,,,true,0,false,false
63,430,42,Portland Trail Blazers,3,Western,Northwest,,,,false,,,
58,430,36,Oklahoma City Thunder,3,Western,Northwest,,,LAST,false,,,
61,430,40,Phoenix Suns,3,Western,Pacific,FIRST,FIRST,FIRST,true,1,false,false
45,430,52,Golden State Warriors,3,Western,Pacific,,,,true,4,true,true
50,430,27,Los Angeles Clippers,3,Western,Pacific,,,,false,,,
51,430,27,Los Angeles Lakers,3,Western,Pacific,,,,false,,,
65,430,48,Sacramento Kings,3,Western,Pacific,,,LAST,false,,,
52,430,28,Memphis Grizzlies,3,Western,Southwest,,,FIRST,true,1,false,false
